"","Rating","Review","lang"
"1034",3,"My partner and I stayed for one night last weekend via a Superbreak deal. The hotel is well placed for the central London attractions and is easily accessed from Queensway tube station. The room was fine and very warm. The bathroom was clean and looked to have been refurbished in the not too distant past. The bed however, was extremely uncomfortable and we were both glad we were only staying one night! We were on a front facing room and the street was quite noisy into the small hours, so if you want a peaceful night, ask for a rear room! Breakfast was a bit of a free-for-all but I think we chose peak time to go down. In fairness, the staff were very efficient and had tables cleared and ready extrememly quickly. Food was basic, but good and there was plenty of it. Reception staff were friendly and welcoming and overall I would say the hotel was decent value for money.","en"
"1035",4,"Our stay at this hotel was very enjoyable, the reception staff were welcoming and efficient. The studio room itself was clean,nicely furnished in a modern style. The double glazing was super efficient as there was no noise whatsoever from the traffic outside. Room facilities included large TV in the sitting area, and a second in the sleeping section. Free fast internet. Bed comfortable with nice soft duvet and pillows. Bathroom was roomy and extremely clean and well appointed. I would definitely recommend and stay again.","en"
"1036",5,"Mostyn Hotel was one of the best hotelswe stayed in on our holiday. Staff were lovely (especially the porter) and happy to help in anyway they could. Rooms were small but thats what you expect, butthey certainly used the small space they had been given well. Bed was VERY comfy and aircon was welcomed on a hot summers day. Definatly have breakfast downstairs because its great value and yummy and they lady who supervisors is so welcoming. Will definatly return to Mostyn on our next trip to London.","en"
"1037",4,"We had an amazing one night away here and highly recommend it. It does not come cheap but the experience we had will be with us for a long time. Perfect for a celebration. Views are breath taking. Outstanding service overtall.","en"
"1038",5,"Don't be fooled that the lower pricing compared to other hotels in the area is a perceived weakness of quality, comfort, or service. The Room. My room was spotlessly clean. The bed and bedding was of a similar standard seen in the larger well known hotel chains. The fixture & fittings was modern (flat screen wall mounted tv, wood flooring, power shower). Electronic controlled air conditioning. Wall Mirrors & hangers No tea / coffee making facilities, fridge, or trouser press, chair or wardrobe. ( but not required by me) Pay as you go add on's ( tv, wifi, hair dryer, towels, soap etc) to keep base price low - OR you pay an additional fee for the comfort package £8 which gets you the lot. (24hr) Cafe in reception area. Good customer service from staff. Working lift. The location/amenities 400 metres (10 min walk from/to Paddington station or tube) 200 metres (5 min walk to Edgware road tube) Tesco 24hr convenience opposite hotel. M&S food etc near Edgware tube. Restaurants fast food all around. Booking. I had problems booking direct on line and via the phone ( where you get pay as you go pricing options) I booked via hotels.com which was straight forward but included the comfort package as standard. I will definitely recommend and use this hotel again over the other well known chains if the price remains as low.","en"
"1039",4,"I stayed in The Hoxton with my boyfriend for 3 nights in Jan 2007 and was very pleased. It cost €310 for a double room for the three nights which was very very reasonable for the quality. The room was fantastic, the decor and layout were very nice. The television and wifi facilities were great, with free internet access even without a laptop. There was complimentary fresh milk and water every day which was a very nice touch to go along with tea and coffee making facilities. The bed and bed linen were extremely good quality and comfortable. The room was cleaned to perfection everyday. The bathroom was beautiful and there was a complimentary bar of Pears soap which was another nice touch. The staff were very friendly and helpful. There are very few negative things. Our room (on the third floor) faced onto Willow street with a warehouse of some sort on it. This could get quite loud with vans loading, sometimes at night. Also, there were rubbish bins back there which made it noisy sometimes also. The hotel and area in general seemed very trendy, but we did not feel that uncomfortable. The area was unusual and not particularly nice but there was a handy shop just across the street which stayed open until 11pm. All in all we had a very pleasent stay in the Hoxton.","en"
"1040",5,"We very much enjoyed our stay here. The hotel were able to let us check in very early and the staff were very friendly and efficient. Rooms were comfortable and clean. Breakfast was buffet style with both a good selection of hot and cold food. We used the hotel as our base to travel around London and the station was very conveniently located - few minutes walk. Parking at the hotel was easy and pretty cheap for London. Very much enjoyed our stay thank you.","en"
"1041",5,"Only eating here and not staying as a guest many times, the staff greet you by surname and have notes on what you ate and drank on your last visit. Food is truly out of this world and the service is absolutely top notch! No more to be said!","en"
"1042",1,"Every other year I return to London and usually stay at the Royal National. This is the last time though. Each time, it is more and more expensive for a budget hotel (budget by London prices) and it never gets any better. There's still no wi-fi or USB internet connection in the rooms. There's only wi-fi in the reception area, which is constantly inundated with people because it is such a large hotel and, the internet is so bloody slow. I was in east africa recently and the wi-fi, in the places I stayed, was so much faster. As for the rooms, cramped. And I dunno how old the mattress was but it felt like I was sleeping on a soggy old victoria sponge.","en"
"1043",5,"This hotel was okay. The hotel itself was clean and nice, but we were a little disappointed with the location. On a map, it looks much closer to Paddington than it felt when we were walking. Plus, with the construction going on, if you don't know exactly where to go (which is out the back way towards the canal), it is not intuitive, and you will probably end up walking the perimeter of Paddington Station with your luggage. For us, with only one roller bag apiece, it wasn't the end of the world, but if someone had more luggage, they would need to take a taxi there. On the other hand, if you're looking to explore the Little Venice area, it's a good location. Overall, we felt it was overpriced for what it was (and where it was), and we probably wouldn't stay there again.","en"
"1044",4,"We got a good price for this hotel and it really is in a good location nr Monument and Bank Underground stops. As others have said the area is pretty dead on Sat night but your only a short ride in the tube away from busier areas. Would stay again. The room was fine if a bit small compared to some other hotel chains but very peaceful. We didn't eat in the hotel so can't comment on ther food.","en"
"1045",5,"One of the best hotels we have stayed in . Accommodation first class., room great size, and spotless as was the rest of the hotel. All staff were, very friendly and helpful, Breakfast fantastic choice and freshly cooked to order.Evening meal in hotel was reasonably priced and of excellent quality. Location was ideal just off Oxford street, but in a nice quiet location.Very handy for transport links for sightseeing around London. I would definitely stay here again, and have already recommended the Marleybone Hotel to friends. Jim Ingram Cupar","en"
"1046",5,"Stayed two nights in October 2014 at the Langham. The hotel is nicely decorated and the junior suite booked was both very British and refurbished. Excellent Business facilities and meeting room. The dinner took place in a basement room which was a bit disappointing.","en"
"1047",2,"A short and sweet review, room was nice but the greeting and service we got was a lot to be desired. Arrived early and asked to leave our bags, after a lot of moaning and groaning they agreed to do it. Came back after a concert we were attending to be locked out, and it took an age for anyone to let us in. Even once in it took a long time to check in, either the night man wasn't sure how to do it, or he had still not quite woken up from his sleep he was having in the office. Room was nice like all Premier inns but just disappointed about our service.","en"
"1048",5,"I had a great stay at Radisson Blu Vanderbilt. The location of the hotel is perfect, the neighborhood is very nice and I felt safe there as female solo traveller. The room was small, but bigger than some of the hotels rooms I have stayed in while in London. The room had a small fridge, coffee/tea making facility, safe, TV, hairdryer, etc. all that I needed.As have have allergi towards dust I had informed the hotel about this prior to my stay. They did everything they could to to accommodate my needs and I did not have any problems staying at the hotel. The hotel room I got was very clean. The service was super. Jennifer who welcomed me at the reception did everything she could to make me feel welcome immediately. I arrived early and it was no problem for me to leave my luggage with the concierge and enjoy my time in London before I could get into my hotel room. Breakfast was very good, a huge choice. There was a small business-center with computers to use. For the price I paid ( Via Londontown.com I got a deal for £ 74 pr. night) I will have to give this hotel 5 stars. They did everything right. Yes, as you will read here on tripadvisor the lift is slow - but does it matter when service, sleeping quality and cleaning of the room is the best? Yes, interior is a bit old (bed is OK) and if some renovation (mainly bathroom, floors) was done everything would be even better....","en"
"1049",3,"This is a small boutique hotel in my opinion. Room is kinda of small and rooms on the front tend to be kinda of noisy at night as it faces a pub just across the road. Might be a little noisy,so ask for rooms at the back if you prefer a quieter night. Walk is about 5-10 mins to Oxford Circus station or just shop your way down to Bond Street!","en"
"1050",4,"If you are used to a Hilton, Thistle, or Travelodge this is not the hotel for you. It's a listed building and as such cannot be adapted to the standard room scenarios. More quirky. Very helpful staff. Spotlessly clean. Rooms and showers on the small size. Cleaning service hot off the mark so use the "" Do not disturb"" sign.","en"
"1051",4,"We would like to share our experience of our stay at the Hotel Grand Royale in London. My wife & myself checked in this hotel, there were few problems, but thanks to Mr Paulo Goncalves(Hotel manager) & Mr Ajay Patil (shift leader) all the problems were ironed out. They were very very helpful & made our stay comfortable & enjoyable. The entire staff was courteous & polite. I would definitely recommend this hotel to my friends for a stay & advise them to look up these two gentlemen. Thankyou! Mr Yogesh Chadda New Delhi India","en"
"1052",4,"this is a lovely hotel ,the best looking one in the area .plenty of things to do within walking distance .loads of pubs ( which we found ) .rooms very nice-well our one was ,the breakfast would have been great for someone without a hangover , but i somehow had one .the only problem we found was that the whole place was so hot ,even with the window in the room open.","en"
"1053",1,"This place is so run down that they need to close it quickly. Room was dirty and very worn out. Furniture all chipped, bed uncomfortable, and the room is sparsely furnished with a horrible iron right in the middle of it hung on the wall as if it were a painting or something. The bathroom facilities are small, modest and, unfortunately, not very clean at all. The common rooms are dirty and the breakfast buffet is not very appealing. The price they charge have no relation whatsoever to the quality provided. We payed £400 per night for a family of four in what was supposed to be a suite. It was probably worth a third of that price. Just go somewhere else!","en"
"1054",3,"Stayed there 3 nights. New property, new staff with good motivation meaning some improvements in the service will materialize soon. Some design flows in my room where the power sockets beside the bed were obstructed by the bed post and bed tables rendering them useless! No mini bar which is an issue for a 5* hotel. Otherwise good location and design.","en"
"1055",5,"Our room was in the building next door, room No 604, a lovely spacious room which was very clean and had everything we could've wanted. We had booked a picnic from the hotel to have in Green Park, however the weather was inclement so the hotel arranged for us to have this in our room (they did also offer the use of the restaurant if we wanted). The staff were excellent throughout our stay, especially Zachary who couldnt have been more helpful during breakfast, so many thanks to him. We will definitley be coming back! :-)","en"
"1056",4,"I recently spent 5 nights here on my first trip to London. I chose this hotel because I was using Hilton Honors points, and this hotel was 40,000 points per night (which is way fewer than other hilton properties in the area). That said, I didn't spend money for the room and I received free wifi and breakfast because of my member status. I had Room 702. Pros: - bright, clean, and modern room - comfortable bed (I tend to like them firm and found this one to be good enough) - temperature control: digital and easy to adjust - Nespresso machine for in-room coffee - mini-fridge in closet - work space: 1 built in desk with chair and one free-standing table with 2 chairs. Great for reading or drinking morning coffee. - shower: excellent water pressure with really hot water (nothing worse than a drippy, luke warm shower!). Adjustable nozzle so if you're tall (like me) you can move it upward and change the water flow. - speedy Wifi (it was free for me but cost might be a consideration) - restaurant onsite: the food isn't amazing, but it's nice that it's there if you're not feeling up to stepping out. Complimentary breakfast for certain Hilton Honors members. - service: the staff was nice (I'm low maintenance and do not ask for much help, but they did give me an extra cookie and smiled and used my name) - location: FANTASTIC! on the northwest corner of lovely Hyde Park and between 2 Underground subway stops (Notting Hill Gate and Queensway) Cons: - no tub, shower-only (I usually hate shower-only because I feel boxed in; however, it has a glass, partial wall and is very open and roomy.) - no safe (but shouldn't be a concern here) It was easy to take the Underground from the airport for only £5.70 (Piccadilly Line to Earls Court station then transfer to District Line to Notting Hill Gate). Plan at least an hour for the trip. The hotel is about a 10 min walk east from the Notting Hill Gate station. If you don't mind walking a few miles, you can get anywhere from here on foot. I spent 5 days and mostly walked or took the Underground. (But it looked fairly easy to hail cabs and Uber operates in London, also). The buses don't take cash, so look into buying one of the transportation cards if you want to ride them. I never figured that part out (but I bet it's easy). I would definitely stay here again!","en"
"1057",3,"The best thing is the location..its the theatre district and the bus stop is just a hop-skip-jump...the tube station is a bit a walk though..a nice stroll will take you to Trafalgar Square..covent garden is also near by... the rooms are very tiny and have no air-conditioning..i visited during the onset of winter and so it was no big deal...complimentary breakfast was just about okay...","en"
"1058",5,"I stayed at the Montcalm with my 8 months daughter and husband , its a fabulous hotel with excellent personalised service.Very clean ,spacious rooms, with extremely friendly staff : Laura , Janine and Andrada made our long stay super exceptional so we felt home from the very first day we arrived, and this makes a big difference compared to other hotels . The location is excellent as well,closely connected to the big shopping streets like Oxford and Bond Streets so there won't be a single need for a cab to drive you there. We would definitely book again every time we go on vacation to London,and I would recommend this hotel to everyone!!","en"
"1059",5,"We booked this hotel for a short trip to London at the last minute. At the time it felt expensive - but as other reviewers have noted it was an excellent London hotel with a different atmosphere. Brilliant location for all the London attractions. The foyer is informal and relaxed; very different from some other London hotels. Our room was beautifully appointed - decorated in relaxing blue grey and cream colours. Only one fault - the shower - the water pressure in the shower was awful. We reported it to the management who took our compliant on board! If this gets fixed I would give it 10/10.","en"
"1060",4,"This hotel calls itself a Boutique Hotel, but in this instance, I'm not sure what that means! It is very clean and the staff are friendly and helpful. Because the bar is open to the public, it is on Kings Cross station, it is busy and we had to wait 20 minutes for two cups of tea! Even after arrival, we had to ask if they could put some tea into the pots. We were meeting friends from the USA and requested when booking that rooms be either next to each other or opposite. I rang to check this had been done three days before arrival and was assured all was well. We arrived at 12.30 - very difficult to find reception as there is no signage and the reception desk has got to be the smallest I have ever experienced. We were informed that we did not have rooms together as our friends had requested a corner room - what difference that made still alludes me.... They arrived at 2pm and were shown their room, first disappointment ! We had paid for the most expensive rooms at this hotel and they were tiny, and the corner room which friends hoped would give them a good view of the area only had the same windows as every other room. The bathroom was small but adequate and there was no form of shelf in the shower, so all toiletries had to sit on the floor. There was a small 'inlet' of two shelves in the wall tiling but not sufficient. Nothing over the sink where it is needed. The hanging space had three hangers and is about 9 inches wide. There is another 3 hangers on a metal pole on the opposite wall and that is all. Small bedside cabinets had a draw about 9 inches square with a small shelf below. The tea/coffee making facilities in the room is an espresso machine, but they do have a larder at the end of the corridor where you can make tea and coffee - but then you have to leave your room. The feeling there is one of pretentiousness with very little comfort. This is a business mans hotel NOT one for couples or families. We had to wait until 3.30 for our room to be ready but were given a free breakfast. All in all, I'm at a loss to understand why this hotel rated 114th in the London Hotel Listing","en"
"1061",3,"Stayed here as I read good things about this hotel. It's one of many located on Sheperd's Bush Road and they all appear to be old terrace houses converted to hotels. The hotel was easy enough to find after getting out of the tube station although it was a short hike away. This could be an issue for those with suitcases but if you travel light or with a backpack, not a big issue. The room was small but adequate with a table fan and mini fridge provided. However, the bathroom was even smaller and I found this to be small to the point of being claustrophobic. Noise is an issue if you have a room facing the main road as sirens from the police cars and fire trucks are piercing. The free wifi didn't work too well so I was given the password to the wifi signal of the hotel/house next door and this worked perfectly. All in all, great for those on a budget or just on a short layover.","en"
"1062",5,"The first thing you notice is how polite and helpful the receptionists are, they really seem to enjoy their job. We have stayed at the Lancaster many times and the standards are always maintained. The service is very good throughout, but unobtrusive, you feel there would always be someone on hand if you need it.","en"
"1063",5,"This is a great addition to London as its quite location is perfect after a busy days shopping. Views of the river from the room amazing and yet very quite in the room at night. Couldn't recommend this new hotel enough.","en"
"1064",4,"I found the Amsterdam Hotel to be in the best location for access to Earls Court tube and getting around the west side of the city. My welcome was very warm and after reading the reviews here i asked for a good room and if i could check it out before accepting. The duty manager promised that i would be very happy with the room and if not he would gladly allow me to change to another of my liking. So accepting the challenge i was pleased to walk into a comfortable well presented room on the 2nd floor, overlooking the garden away from the street. The room was clean, the bed comfortable and the general ambiance quiet and welcoming. For the prices asked the rooms are worth it and the world travelers add a touch of character to the place. As not a big breakfast person and knowing they do not do a big breakfast i was not disappointed, reading these reviews you should get and understanding of that!! Breakfast was enough to get me going out into the day. The lift is pokey and fun but take the stairs if it's not to much hassle. The staff are great, friendly if you also make the effort to talk and smiling even when you get back in late into the morning. For a reasonable price to stay and a great location i rate this a pretty good hotel","en"
"1065",3,"This is the hotel of my choice when staying in London. I started using this hotel back in 2015 and stay on a regular basis. I would struggle to find negatives and therefore I am just going to list the positives: - Location is great. Easy walk to Hyde Park, Marble Arch, Oxford Street - Service is very professional - Rooms are excellent. The GWR Tower is more modern but I like both. I do tend to stay in executive rooms in the main hotel as the rooms are larger - Food is good Only advice is to book early as the hotel does get really busy","en"
"1066",5,"Fab new-ish hotel on the Thames, located in a very quickly gentrifying area between the Tate Modern and the London Eye. Everything in the hotel is chic, modern and first class. And, a good gym. Praise be! It's the answer to the prayer of many an athletic traveler, and one we almost never get the right answer to in Europe.","en"
"1067",4,"I've stayed 3 times at this hotel on business recently, the staff are very helpful and friendly. The bedrooms are an adequate size and are cleaned daily with towels also changed. The bathrooms are small with a sliding door to enter which isn't really good for privacy otherwise this hotel would have a 5* rating. The breakfast is very good with a large selection. The location is brilliant, with just a short walk to the museums and other attractions. The Gloucester Road tube station is only a few minutes walk to take you to other locations.","en"
"1068",5,"MY 1st EVER REVIEW (this place deserves it) My wife and I came to the Sofitel for a my mums wedding. What an amazing hotel and expiration a true 5star hotel , which was only out done by the 5star staff the passion they have for there jobs shone through. Having allergy's to nuts and fish I find eating out a problem but not here the thought never crossed my mind the chief is brilliant. I must give a speical thank you to Alex who talked me though the dishes and never let my glass go empty , what a fantastic employee and a great guy i hope you go far my friend.","en"
"1069",4,"We loved this hotel which we booked on short notice for a three day stay in London. The room was small but not by Europe standards but it had everything you could want. The bed was amazingly comfortable and the hotel is right across from the underground which made for a very easy and an inexpensive way to get around. We used the underground to get from Healthrow and only needed to change lines once which basically required us to exit one train and take ten steps and jump onto the next line to the hotel. So many sights are within quick walking distance! We didn't eat at the hotel but were able to find many options including a Starbucks right across the street for a quick breakfast and coffee. Staff was super friendly and helpful for any questions we had and I really felt spoiled by the accommodations and staff. Would stay here again!","en"
"1070",5,"Nothing about luxury but all about a confortable & pleasant stay! Very cosy hotel, at decent prices. The rooms are cleen, very quiet..and also have a nice location near the bus station and metro. Close to Campden town and his bars, also near a nonstop stop grocery shop. go back there!","en"
"1071",4,"We stayed in this hotel for only one night in October 2012. Our train to London was early so we arrived at the hotel - literally 30 seconds walk from Warren Street tube station - at 10am expecting to leave our bags and check in later. The man at the check in desk could not have been more helpful, he checked our booking and checked us in immediately, we were able to check in there and then. Our room was great, on the fifth floor and on a corner. It had low ceilings but was spacious and had everything one would need for an overnight stay. The bathroom was a surprise, large, spacious with a double shower cubicle rather than a bath. Lovely toiletries too! Tea and coffee facilities are available in the rooms and a mini fridge for your own drinks/food, although the mini bar can be filled by the hotel if you wish. We did not have breakfast in the hotel but we had lunch in the Aston bar. There are some fantastic lunch offers and we were pleasantly surprised to find fish and chips with homemade tartare sauce for half price.....fantastic value and the homemade chips were the best!! Great happy hour offer between 5 and 7pm, unfortunately, we were out and about so missed this. We did return to the hotel bar at around midnight on the Saturday night. It was reasonably busy with a great atmosphere. The barman was friendly and made me a cocktail to suit my tastes! Thank you! Overall, we were not looking forward to staying somewhere a little further from Piccadilly Circus than we'd normally choose, however, we were so surprised by the fantastic service, lovely room and great restaurant and bar offers, not to mention the proximity to a tube line, that we wouldn't hesitate to stay here again. Thank you :)","en"
"1072",4,"Ibis Styles Excel has an excellent location. Just across the road from Custom House DLR station, so extremely easy to get to the O2 and central London from the Hotel. The hotel was also easy to find from the road and signposted from the DLR station. Room was clean, tidy and up to the usual Ibis standard. Bathroom was extremely clean, quite small, but a small bathroom is normal for Ibis. Reception staff were very friendly and helpful. The only issue we had was at breakfast. We got down to the breakfast room half an hour before they stopped serving and the buffet was not being topped up, so had to wait for hot products as the staff seemed to be concentrating on clearing up so they could go home. In fact as we were waiting for the food to be cooked the staff really didn't want to know and customer service was lacking in general from the breakfast staff - a little more training on how to deal with customers and teaching the staff to acknowledge them and to learn / understand English is required. Other than at breakfast we had an excellent stay.","en"
"1073",5,"Comfortable and conveniently located. Would have preferred if breakfast included in price. Staff efficient, friendly and professional. My only real gripe was that due to the scaffolding at the window the room was made gloomier than it should be.","en"
"1074",5,"I had a very pleasant stay here. The room was great, food was good and bar was excellent. It is a bit pricey compared to a lot of locations, but being in the city centre that can be expected. Overall it was one of the best stays I have had in London. Travelodge are definitely on the up.","en"
"1075",4,"I stayed here during my recent business trip to London 24-28 February 2014. The location is very strategic and perfect for both business (my office is just 5 mins walk) and pleasure (shopping, sightseeing, cultural trips, etc) not to mention easy access to different parts of London as Piccadilly Circus and Green Park tube stations are nearby while plenty of bus routes to choose and taxis from the main streets. The room was neat and tidy - exactly what I wish as I was only in the room to change clothes after work then off to see London in the evening and only returned late in the evening to sleep before heading out again to work in the morning. The concierge had always been helpful and attentive especially when it came to find a taxi. For a 4-star hotel the Cavendish is an excellent choice. However their service to customers need to improve as I notice compared to a 3-star hotel in Asia, the Cavendish is struggling. The room make-up was poor as they changed my bath towels and restocked the biscuits and tea only after I called the reception. And this happened more than once. The receptionist in the evening was an English gentleman who had been very polite, cheerful and helpful - typical English service that you would expect to get. However in the morning or afternoon the Eastern European ladies reminded me typical service of Soviet Union era when I stayed long time ago in hotel in Prague back in 1989. I would definitely give Excellent rating for the Cavendish if they improve their reception and make-up room service.","en"
"1076",5,"Iwas there with my family: the room was not too big, no wardrobe (just a small space for few clothes) no electricity outlet in the bathroom (for shaving). but it was very silent, the quality of sleeping was good, it is clean and the personnel were very kind. the position is strategic: near the city, few steps from the metro station (aldgate east). very tipical english breakfast, with only toast type as bread (not ham, not cheese).","en"
"1077",5,"This hotel is just perfect. The location is great as its in the heart of the shopping centre, lovely choice of restaurants or short tube ride into London. All the staff are friendly and helpful. This hotel is a credit to holiday inn and one we will use time and again","en"
"1078",5,"stayed for 4 nights. Staff were superb, nothing was too much trouble and they all seemed happy to look after you.. Room was extremely clean and the bed gave perfect comfort. The food was delicious. Great short break. Perfect situation for sight-seeing London.","en"
"1079",4,"This hotel was located in the nice neighbourhood of Earl's Court. It was really easy to get to - convenient from Heathrow and to the tube. Plus the double decker buses were only a block away. It should be noted that this was a safe neighborhood. The hotel itself had decent sized, clean rooms. However, the beds/pillows weren't the best. Kinds of lumpy. The room itself was nice and clean. One of the main features of the hotel was the nice breakfast buffet they had every morning. Plus the free wi fi. I would recommend this hotel to anyone.","en"
"1080",5,"I have just returned from an overnight stay at this hotel and I am impressed. It was my first stay at a Premier Inn and I wasn't disappointed. It was just a 10 minute bus journey from Euston Station on either the No.73 or 476. And a 10 minute walk away from the Islington Assemly Hall, where I was going that evening for a concert. The hotel is located in a great location....Angel Tube station, is a few minutes walk away...buses into the City are a plenty...ie... no 19...to Holborn...Tottenham Court Road....No.73 Oxford Circus..Victoria...Pleanty of resturants...Sainsbury's, Marks & Spencer & Waitrose are a few minutues walk away...Along with Chapel Street Market. The staff were warm and very friendly. The receptionist, who greeted me on arrival was fantastic, I arrived early and she arranaged for me to have an early check in, which I appreciated as I was feeling a little unwell. I stayed in a double room, which was quite large. The bathroom was a goodsize with a shower unit over a bath. The bed and pillows were fantastic....Very comfortable, I had a great nights sleep and I had to push myself to get out the bed the next day, as it was so comfortable..... I look forward staying at this hotel again....true value for money and great staff....","en"
"1081",3,"A friend and myself went to ME London for a weekend. Everything was nearly perfect from the time we checked in until the moment we checked out, I would actually expect the reception to provide us with newspapers of our choice delivered to the room, something that a 5 stars like ME should bear in mind! The check in was quick and convenient We was then shown to the rooms and given a little tour of the hotel :-) Our room was in a very good size! The room was clean and was kept that way throughout our stay. I would recommend paying the radio bar a visit, lovely atmosphere, try to avoid the gold diggers though! LOL .. The gorgeous lady in the radio me bar reception was friendly and professional. Since I am from the middle east I wanted to place an order for halal chicken or meat while dining in which the restaurant neither dining in hotel provide therefor I was very limited within food option and have to place an order from takeaways! Even sea food options was very limited indeed., I would recommend that you bear this in mind as for middle eastern guest would be interested in dining in with halal options available! The concierge staff was helpful and would do anything you may request them to do and they’re to help you!","en"
"1082",5,"There is nothing to criticize: staff was nice, room was clean and large (especially in London), the restaurant was good both for breakfast and dinner. The only minus was the room allocation: 2 of our 3 rooms were just in front of the lift. We could have changed rooms but would have been a mess. Disappointing room allocation. As an hhonours member, I would have expected rooms on the hh floor and not so poorly located.","en"
"1083",5,"The location is just perfect as the business district is near the hotel. The front desk was very helpful and friendly. The guestroom was just ok, with a lovely bathroom. Lot of inconvenience has been caused during my sleep and was really disturbing.","en"
"1084",5,"We stayed at Chelsea Harbour hotel for New Years Eve and it was a wonderful experience, The family 3 generations of us all thought it very good value for money. The rooms were inviting and comfortable. We each had a suite with out respective partners and our son and his wife found the rooms to be child friendly and also the hotel provided a childs cot free of charge. We did have to wait an hour for each room but the reception is very nice and comfortable and the hotel provided free drinks for our wait. We could watch the fireworks from the harbour wall which was a bonus. We can recommend this hotel whole heartedly all the family had a fabulous time and we are planning a return when we all get together in London again. A very good hotel.","en"
"1085",4,"Loved the hotel,really new, clean and modern... In the business quarter, rooms were fantastic, lovely showers great beds and tv with sky movies ,sky sports all on there for free .. Mini bar was good........,","en"
"1086",1,"Whats the point of booking a hotel bedroom when you are awake most of the night because the bed is so poor. I checked out after one night and felt a bit threatened by the reception man when I told him I was leaving. Also I was not happy about the state of the bedsheets. All in all not a good hotel choice for me. A park bench would have been as comfortable.","en"
"1087",4,"I stayed 2 nights at the Crowne Plaza, it was perfectly fine for a business trip. The DLR station is about 3-5 minutes walk away. It's a quiet neighbourhood I would say, eventhough the hotel was quite busy due to the gymnastic championship which took place at the O2 Arena. The staff was very helpful and friendly. Check-in procudures take longer though than at other hotels I would say. Breakfast buffet was excellent. The Spa area was alright as well. Overall, I would definately stay there again, especially the rates are quite reasonable for this kind of hotel.","en"
"1088",5,"We have just stayed here for our wedding anniversary would highly recommend. Hotel looks beautiful and regal. Room was very clean and had everything we needed. Brilliant location central for everything friendly staff big thankyou to Matthew and the rest of the staff for making things perfect","en"
"1089",4,"The most expensive hostel.Not polite,tired reception staff-dirty corridors,and a room looks that nobody touched in the last 20 years Suprisely the food was good in the restaurant.It was quite expensive ,but least value for the money.","en"
"1090",5,"My wife and I stayed at St Paul's for a week, the staff was attentive, the building is gorgeous, and the rooms are very nicely appointed. The rooms are not big, but they are comparable to boutique hotels in Europe- and very comfortable. The hotel is about .3 miles from Baron's Court and Hammersmith tube stations, there are bus stops very close to the front door, and the Olympia convention complex is just a five-minute walk away.","en"
"1091",4,"I recently had a one night stay at this hotel for business - location is great, right opposite Gloucester Road tube station and very accessible. Lobby area, bar and restaurant are very modern and really nice to chill out in. The room however was something else: I had been upgraded from a single to a double, and thank God I was as it was the smallest room I have ever stayed in. If you pulled out the chair at the desk it touched the bed. It was certainly compact! Having said that, the bed was comfortable and the room had everything you'd really need: it was just so small you wouldn't want to spend any time there. I had some issues with the room: heated towel-rail didn't work, minibar on but not chilled, hairs left in plug in the sink, ""free"" Wifi was really slow and often wouldn't connect. Overall: ok if you're just going to sleep there, but not if you are intending to spend any longer at the hotel than a day. I had a ""traditional"" room style (i.e. in need of updating) but perhaps other modern rooms are better. I will add that I received an email survey on my stay and the hotel did respond to my issues well straight away, which was encouraging.","en"
"1092",5,"If you want to experience something different in a jet lag- hyper digitalized mode, if you enjoy reading art books or eat and drink at any time of the day and night, then this is the place to be! Very friendly staff, centrally located, small rooms but perfect up to 2 -very close, people.","en"
"1093",2,"On paper this hotel looks great - close to Natural History Museum, V&A etc and over the road from Gloucester Road tube station but i wouldn't reccomend staying there. The outside of the building looks like a 1970s office block and our room was overlooking a car park and some bins. The room wasn't in any way soundproofing so we unitentionally became very intimate with the couple next door - we head them coughing, burping, using the bathroom and even stirring a cup of tea. After a long day of sightseeing the last hting we needed was to be constantly disturbed by other people's noise. disappointing.","en"
"1094",5,"Had a deluxe twin room, lots of luxuries, robes, slippers, iMac, iron, bottled water tea and coffee, great views, , excellent climate control. Very clean and staff were helpful, polite and attentive. Sky lounge amazing views and breakfast was vast and delicious. I would recommend is hotel to anyone and I would like to stay again","en"
"1095",4,"I've been staying at the K West for about 6-7 years now, and it's always improving. Ever since the Westfield shopping center opened down the road it has become one of the most convenient places to stay in London. The rooms are spacious and comfortable. Only major downside is the slow wi-fi. Be sure to ask for a room close to the elevators too, because the corridors are quite long.","en"
"1096",5,"Great view from 10th floor. Would have liked a bath in the room but shower pretty good. Good business location and room with cheap wifi. Overall good stay with great check-in staff. I am just about to book again for a meeting in June. Location is fantastic for Westminster, St. Thomas' and the South Bank.","en"
"1097",5,"Kensington Marriott is a great location, close to tube and attractions. No road noise. Great staff, very friendly and helpful. And breakfast is great. Enjoyed every day and night! Rooms are spacious and comfortable. No complaints or issues. Wonderful!","en"
"1098",2,"We arrived Thursady night very late, after roaming around for 45 minutes TRYING to locate the hotel I had booked and finding it locked up tight for the night! The staff at the Westland were very understanding and nice and found us a room for that night and the next two nights! The English Breakfast that came with the room was absolutely delicious! The staff was kind and inquiring about our day each time we came into the hotel, they even posted our post cards for us!","en"
